epno,time,tstart,tend,instance,bit,elucidation,soundcloud_url,tagarray,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,soundcloud_slug,location_type,location_id,slug_earwolf,id_wikia
315,,1:17:55,1:20:10,Location,Dr. Pensacola's home address.,Identifiable earth location.,,Dr. Jerry Pensacola,,,,,,,315-ken-marino-casey-wilson-joe-wengert,point,272,sandwich-therapy,4945
310,,4:00,4:39,Location,Scott disputes the distance to Bridgette Murphy's gift shop.,Identifiable earth location.,,Bridgette Murphy,,,,,,,310-kevin-allison-pamela-murphy-john-gemberling,line,36,little-button-puss,4896
310,,6:46,7:16,Location,Scott doesn't understand why Bridgette Murphy's rural hometown isn't highly-trafficked.,Identifiable earth location.,,Bridgette Murphy,,,,,,,310-kevin-allison-pamela-murphy-john-gemberling,poly,60,little-button-puss,4896
300,,44:43:00,45:13:00,Location,"As Gretchen, Chip was some of those hand jobs and a few of those vaginas.",Identifiable earth location.,,"Chip Gardner,Gretchen,Side-by-side,Cactus Tony",,,,,,,300-jason-mantzoukas-andy-daly,poly,133,oh-golly-you-devil,4798
300,,36:38:00,36:52:00,Location,speedboatdoctors.com doesn't acknowledge borders at all.,Identifiable earth location.,,"Chip Gardner,Dalton Wilcox,Golly,murder contests",,,,,,,300-jason-mantzoukas-andy-daly,line,11,oh-golly-you-devil,4798
300,,1:04:32,1:04:56,Location,Bill used to train people at Bally's.,Identifiable earth location.,,Bill Carter,,,,,,,300-jason-mantzoukas-andy-daly,point,149,oh-golly-you-devil,4798
299,,58:32:00,58:51:00,Location,Claudia lists her day at Universal Studios Hollywood,Identifiable earth location.,,Claudia O'Doherty,,,,,,,299-weird-al-yankovic-claudia-o-doherty,point,274,dont-hack-the-sac,2724
299,,58:32:00,58:51:00,Location,Claudia lists her day at Universal Studios Hollywood,Identifiable earth location.,,Claudia O'Doherty,,,,,,,299-weird-al-yankovic-claudia-o-doherty,point,275,dont-hack-the-sac,2724
299,,58:32:00,58:51:00,Location,Claudia lists her day at Universal Studios Hollywood,Identifiable earth location.,,Claudia O'Doherty,,,,,,,299-weird-al-yankovic-claudia-o-doherty,point,276,dont-hack-the-sac,2724
299,,1:06:05,1:06:38,Location,Seems like Claudia's mother has sent her to a number of incorrect locations for 'Universal Studios.',Identifiable earth location.,,Claudia O'Doherty,,,,,,,299-weird-al-yankovic-claudia-o-doherty,point,277,dont-hack-the-sac,2724
263,,6:00,6:21,Location,Scott maintains that Benny Schwaz holds viewing parties at House of Pies L.A.,Identifiable earth location.,,,,,,,,,263-ben-schwartz-horatio-sanz,point,86,hollywild,4064
263,,32:26:00,32:36:00,Location,Coco Marx used to own a record store in Pasadena.,Identifiable earth location.,,Coacoa Marx,,,,,,,263-ben-schwartz-horatio-sanz,point,278,hollywild,4064
263,,35:45:00,36:06:00,Location,The Hollywood Y with Chanel No.5 on it.,Identifiable earth location.,,Coacoa Marx,,,,,,,263-ben-schwartz-horatio-sanz,point,134,hollywild,4064
263,,36:00:00,36:30:00,Location,"You go up Beachwood, ignore the sign, make a left.",Identifiable earth location.,,Coacoa Marx,,,,,,,263-ben-schwartz-horatio-sanz,line,38,hollywild,4064
263,,36:00:00,36:30:00,Location,The H smells like the Y on Sunset.,Identifiable earth location.,,Coacoa Marx,,,,,,,263-ben-schwartz-horatio-sanz,point,279,hollywild,4064
298,,56:08:00,57:43:00,Location,The main food is pizza.,Identifiable earth location.,,The Hotwives of Orlando,,,,,,,298-paul-scheer-the-hotwives-of-orlando,point,280,hotwives-of-orlando,4790
205,,30:26:00,30:53:00,Location,Jazz Jazz will shave a tongue into yr hair.,Identifiable earth location.,,Jazz Jazz,,,,,,,titans-of-comedy,point,281,titans-of-comedy,5217
297,,56:02:00,56:15:00,Location,Brad Hammerstone made headlines in NYC.,Identifiable earth location.,,"Brad Hammerstone,Dov Charney ",,,,,,,297-nathan-fielder-joe-wengert-james-adomian,point,168,canadian-apparel,9999
297,,1:00:00,1:00:14,Location,Dov Charney needs somebody to drive a truck full of uncut denim to Niagara Falls.,Identifiable earth location.,,"Brad Hammerstone,Dov Charney",,,,,,,297-nathan-fielder-joe-wengert-james-adomian,point,282,canadian-apparel,9999
297,,1:20:51,1:20:59,Location,Dov Charney can only go into Toontown under disguise.,Identifiable earth location.,,"Brad Hammerstone,Dov Charney",,,,,,,297-nathan-fielder-joe-wengert-james-adomian,point,283,canadian-apparel,9999
297,,1:21:50,1:22:02,Location,Scott reminds Nathan Fielder that he was supposed to stop by Jazz Jazz' salon.,Identifiable earth location.,,"Brad Hammerstone,Dov Charney,Jazz Jazz",,,,,,,297-nathan-fielder-joe-wengert-james-adomian,point,281,canadian-apparel,9999
297,,1:22:38,1:22:55,Location,Dov and Nathan confirm plans for their Truck Fuck across the country.,Identifiable earth location.,,"Dov Charney,Brad Hammerstone",,,,,,,297-nathan-fielder-joe-wengert-james-adomian,line,39,canadian-apparel,2995
296,,32:40:00,32:54:00,Location,Percy is delivering invites to 'This is Our Youth' at the Steppenwolf.,Identifiable earth location.,,Percy Pennyweather,,,,,,,296-david-wain-michael-showalter-neil-campbell,point,284,taking-the-bladder-out,4765
296,,40:12:00,40:48:00,Location,Percy has been living under the 101 during his stay in L.A.,Identifiable earth location.,,Percy Pennyweather,,,,,,,296-david-wain-michael-showalter-neil-campbell,point,285,taking-the-bladder-out,4765
296,,59:06:00,40:48:00,Location,Percy fought in the Iraq war before he defected to the U.S.,Identifiable earth location.,,Percy Pennyweather,,,,,,,296-david-wain-michael-showalter-neil-campbell,point,286,taking-the-bladder-out,4765
296,,1:03:35,1:03:45,Location,"Phineas thought the set of 'Childrens Hospital' was Hollywood Studios, got a fake ear out of the deal.",Identifiable earth location.,,"Percy Pennyweather,Phineas T. Johnson",,,,,,,296-david-wain-michael-showalter-neil-campbell,point,287,taking-the-bladder-out,4765
296,,1:09:23,1:09:41,Location,"Percy is going to date Samantha Mathis accompanied by his dad, Phineas.",Identifiable earth location.,,"Percy Pennyweather,Phineas T. Johnson,Samantha Mathis",,,,,,,296-david-wain-michael-showalter-neil-campbell,point,288,taking-the-bladder-out,4765
296,,1:10:20,1:10:40,Location,Turns out Phineas is from Tokyo.,Identifiable earth location.,,"Percy Pennyweather,Phineas T. Johnson,Samantha Mathis",,,,,,,296-david-wain-michael-showalter-neil-campbell,poly,66,taking-the-bladder-out,4765
296,,1:13:15,1:13:37,Location,Phineas and Percy's itinerary in L.A.,Identifiable earth location.,,"Percy Pennyweather,Phineas T. Johnson",,,,,,,296-david-wain-michael-showalter-neil-campbell,point,289,taking-the-bladder-out,4765
296,,1:13:15,1:13:37,Location,Phineas and Percy's itinerary in L.A.,Identifiable earth location.,,"Percy Pennyweather,Phineas T. Johnson",,,,,,,296-david-wain-michael-showalter-neil-campbell,line,40,taking-the-bladder-out,4765
296,,1:13:37,1:13:50,Location,If Phineas has time he'll track down his ex-girlfriend.,Identifiable earth location.,,"Percy Pennyweather,Phineas T. Johnson",,,,,,,296-david-wain-michael-showalter-neil-campbell,line,290,taking-the-bladder-out,4765
202,,35:54:00,35:45:00,Location,Scott 'believes' his sister lives in Temecula.,Identifiable earth location.,,"Scottï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_s nephew Todd,Philip Seymour Hoffman",,,,,,,philip-traumatic-seymour,poly,67,philip-traumatic-seymour-disorder,2069
202,,37:53:00,37:31:00,Location,"Scott visited his sister in Temecula and found Todd stranded there, brought him home.",Identifiable earth location.,,"Scottï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_ï¿_s nephew Todd,Philip Seymour Hoffman",,,,,,,philip-traumatic-seymour,poly,67,philip-traumatic-seymour-disorder,2069
203,,7:44,8:06,Location,If you're born within the sound of any large bell your accent just deteriorates.,Identifiable earth location.,,Andrew Lloyd Webber,,,,,,,the-vicar-of-yanks,point,291,the-vicar-of-yanks,3308
203,,26:55:00,27:29:00,Location,Scott and Al get all 'The Californians' on DSALW.,Identifiable earth location.,,Andrew Lloyd Webber,,,,,,,the-vicar-of-yanks,line,41,the-vicar-of-yanks,3308
204,,10:09,11:34,Location,Nobody spits in Zach Galifianakis' face.,Identifiable earth location.,,,,,,,,,the-pepper-men,point,95,the-pepper-men,2158
204,,10:09,11:34,Location,The Target there is much better than the Target in Hollywood.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers",,,,,,,the-pepper-men,point,293,the-pepper-men,2158
204,,31:37:00,32:04:00,Location,'I dub thee Zach GaliFleanakis' -- Flea.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers,Flea",,,,,,,the-pepper-men,point,294,the-pepper-men,2158
204,,32:15:00,32:37:00,Location,Anthony Keidis' mansion home.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers,Anthony Keidis",,,,,,,the-pepper-men,point,140,the-pepper-men,2158
204,,32:56:00,33:57:00,Location,Zach got tickets to one if his Lakers games for The Chili Pepps and Rick Rubin.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers,Rick Rubin",,,,,,,the-pepper-men,poly,68,the-pepper-men,2158
204,,36:38:00,37:16:00,Location,The HOV Lane - I'm talkin' bout diamond grills.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers",,,,,,,the-pepper-men,line,42,the-pepper-men,2158
204,,38:40:00,39:17:00,Location,Frusciante's new gig is messing around on iTunes in his mansion.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers",,,,,,,the-pepper-men,line,45,the-pepper-men,2158
204,,41:39:00,42:11:00,Location,Zach's music school is a little less cool than Flea's.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers",,,,,,,the-pepper-men,poly,4,the-pepper-men,2158
204,,42:07:00,42:20:00,Location,Flea jet-skiis from UC Channel Islands to Marina Del Rey.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers,Flea",,,,,,,the-pepper-men,line,43,the-pepper-men,2158
204,,42:20:00,42:35:00,Location,Flea takes night classes at UC-CI.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers,Flea",,,,,,,the-pepper-men,point,295,the-pepper-men,2158
204,,45:35:00,46:21:00,Location,Scott is surprised to learn that Jon Daly owns several Wendy's restaurants in the Toledo-Cincinnati corridor.,Identifiable earth location.,,"The Pepper Men,Red Hot Chili Peppers",,,,,,,the-pepper-men,poly,71,the-pepper-men,2158
204,,1:20:00,1:20:22,Location,Quacker Feather Beaks Cuckoo Caper will play bicoastal.,Identifiable earth location.,,,,,,,,,the-pepper-men,point,296,the-pepper-men,2158
204,,1:20:00,1:20:22,Location,Quacker Feather Beaks Cuckoo Caper will play bicoastal.,Identifiable earth location.,,,,,,,,,the-pepper-men,point,297,the-pepper-men,2158
205,,39:39:00,40:45:00,Location,Jazz Jazz and his cousins attend trade conventions.,Identifiable earth location.,,Jazz Jazz,,,,,,,titans-of-comedy,poly,72,titans-of-comedy,5217
205,,39:39:00,40:45:00,Location,Jazz Jazz and his cousins attend trade conventions.,Identifiable earth location.,,Jazz Jazz,,,,,,,titans-of-comedy,poly,73,titans-of-comedy,5217
205,,39:39:00,40:45:00,Location,Jazz Jazz and his cousins attend trade conventions.,Identifiable earth location.,,Jazz Jazz,,,,,,,titans-of-comedy,poly,74,titans-of-comedy,5217
205,,39:39:00,40:45:00,Location,Jazz Jazz and his cousins attend trade conventions.,Identifiable earth location.,,Jazz Jazz,,,,,,,titans-of-comedy,poly,75,titans-of-comedy,5217
205,,39:39:00,40:45:00,Location,Jazz Jazz and his cousins attend trade conventions.,Identifiable earth location.,,Jazz Jazz,,,,,,,titans-of-comedy,poly,77,titans-of-comedy,5217
205,,1:28:20,1:28:45,Location,"Everybody is invited, but Nathan Fielder's visit will be advertised.",Identifiable earth location.,,Jazz Jazz,,,,,,,titans-of-comedy,point,281,titans-of-comedy,5217
207,,39:02:00,39:44:00,Location,Jesse came from sxsw to reach SXSW.,Identifiable earth location.,,Jesse Ventura,,,,,,,live-from-sxsw-2013-ii,line,44,live-from-sxsw-2013,3882
209,,4:50,5:25,Location,"DSOWD tick convention in Dover, where millipedes are going to emerge as the next big dollar insect.",Identifiable earth location.,,4:44,,,,,,,the-bisco-boys,poly,78,the-bisco-boys,3311
210,,21:50,22:09,Location,Adam Brody lives in a Dumpster at 2317 3rd St. in Santa Monica.,Identifiable earth location.,,,,,,,,,a-spiritual-journey,point,298,a-spiritual-journey,2627
343,,2:42,2:52,Location,Gino spends most of his time studying at the Nassau Community College Radio Program,Identifiable earth location.,,Gino Lambardo,,,,,,,343-alicia-witt-jon-gabrus-brendon-small,point,299,athletes-head,9999
343,,23:20,23:27,Location,Gino names his favorite pun restaurant.,Identifiable earth location.,,Gino Lambardo,,,,,,,343-alicia-witt-jon-gabrus-brendon-small,point,300,athletes-head,9999
343,,37:18:00,37:29:00,Location,Gino sees Billy Joel once a month at MSG.,Identifiable earth location.,,"Gino Lambardo,Billy Joel",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,poly,80,athletes-head,9999
343,,46:35:00,46:57:00,Location,Victor and Tiny moved into Griffith Park.,Identifiable earth location.,,"Gino Lambardo,Tiny,Victor Diamond",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,poly,45,athletes-head,9999
343,,50:35:00,50:45:00,Location,Victor and Tiny are okay on apples from an orchard in Glendale.,Identifiable earth location.,,"Gino Lambardo,Tiny,Victor Diamond",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,poly,81,athletes-head,9999
343,,1:03:30,1:04:11,Location,Victor set up a Match.com profile at a public library in Los Feliz.,Identifiable earth location.,,"Gino Lambardo,Tiny,Victor Diamond",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,point,301,athletes-head,9999
343,,1:24:00,1:24:30,Location,Victor's parents whittle toys for children in Havana.,Identifiable earth location.,,"Gino Lambardo,Tiny,Victor Diamond",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,poly,82,athletes-head,9999
343,,1:27:40,1:28:01,Location,Tiny inadvertently chose an expensive place for Victor's date.,Identifiable earth location.,,"Gino Lambardo,Tiny,Victor Diamond",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,point,302,athletes-head,9999
343,,1:39:40,1:40:01,Location,Tiny and Victor lost their wired money between Katsuya and the Hollywood sign.,Identifiable earth location.,,"Gino Lambardo,Tiny,Victor Diamond",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,line,46,athletes-head,9999
343,,1:13:13,1:13:23,Location,Tiny and Victor lost their wired money between Katsuya and the Hollywood sign.,Identifiable earth location.,,"Gino Lambardo,Tiny,Victor Diamond",,,,,,,343-alicia-witt-jon-gabrus-brendon-small,point,303,athletes-head,9999
295,,48:37:00,49:02:00,Location,Rearden's grandmother is stinking up Burbank.,Identifiable earth location.,,Traci Rearden,,,,,,,295-alex-anfanger-dan-schimpf-lauren-lapkus,poly,83,i-turned-it-on-for-the-dog-penis,4732
294,,36:31:00,36:56:00,Location,Took 17 buses and a light rail for Womp to find a sausagefest.,Identifiable earth location.,,Marissa Wompler,,,,,,,294-ian-edwards-brendon-small-jessica-st-clair,line,15,honk-shoo,4716
294,,38:54:00,39:19:00,Location,Wompler is looking for a band for her destination birthday party.,Identifiable earth location.,,"Marissa Wompler,Bernie Fretts",,,,,,,294-ian-edwards-brendon-small-jessica-st-clair,point,292,honk-shoo,4716
294,,1:14:08,1:14:18,Location,Somehow there are 'a couple' light rails in Marina del Rey.,Identifiable earth location.,,Marissa Wompler,,,,,,,294-ian-edwards-brendon-small-jessica-st-clair,poly,4,honk-shoo,4716
294,,1:33:23,1:33:46,Location,Bernie ate at Baja Fresh and also works at Baja Fresh.,Identifiable earth location.,,"Marissa Wompler,Bernie Fretts",,,,,,,294-ian-edwards-brendon-small-jessica-st-clair,point,304,honk-shoo,4716
294,,1:44:05,1:44:18,Location,Find Bernie Fretts professionally and personally at or above Baja Fresh - Tuesdays and Thursdays.,Identifiable earth location.,,"Marissa Wompler,Bernie Fretts",,,,,,,294-ian-edwards-brendon-small-jessica-st-clair,point,304,honk-shoo,4716
294,,1:44:18,1:44:27,Location,Find Bernie Fretts professionally MWF at Sam Ash.,Identifiable earth location.,,"Marissa Wompler,Bernie Fretts",,,,,,,294-ian-edwards-brendon-small-jessica-st-clair,point,305,honk-shoo,4716
293,,6:55,7:18,Location,Gino has 12 credits at Nassau.,Identifiable earth location.,,Gino Lambardo,,,,,,,293-phil-lord-chris-miller-jon-gabrus-eugene-cordero,point,299,monster-muscles,4711
293,,1:19:00,1:19:14,Location,R.J. Rise can be found 7am at the Griffith Park Observatory.,Identifiable earth location.,,R.J. Rise,,,,,,,293-phil-lord-chris-miller-jon-gabrus-eugene-cordero,point,250,monster-muscles,4711
293,,1:19:15,1:19:32,Location,Find R.J. Rise at the Greek.,Identifiable earth location.,,R.J. Rise,,,,,,,293-phil-lord-chris-miller-jon-gabrus-eugene-cordero,point,306,monster-muscles,4711
292,,11:17,11:37,Location,Sappity had to walk to Earwolf from Griffith Park and would appreciate an introduction.,Identifiable earth location.,,Sappity Tappity,,,,,,,292-jenny-slate-merrill-garbus-jon-daly,line,47,djs-are-sleaze-js,4710
292,,40:30:00,40:40:00,Location,Sappity has done some web series with some actors he met (somewhere?) on Sunset.,Identifiable earth location.,,Sappity Tappity,,,,,,,292-jenny-slate-merrill-garbus-jon-daly,line,48,djs-are-sleaze-js,4710
292,,40:40:00,40:55:00,Location,Sappity has done some background work at the Pasadena Playhouse.,Identifiable earth location.,,Sappity Tappity,,,,,,,292-jenny-slate-merrill-garbus-jon-daly,point,203,djs-are-sleaze-js,4710
291,,58:03:00,58:41:00,Location,The Bixbys live and work 40 minutes outside of Stamford.,Identifiable earth location.,,"Pammy Bixby,Earl Bixby",,,,,,,291-bob-odenkirk-adam-resnick-neil-casey-fran-gillespie,poly,84,summer-haunted-house,4686
290,,59:30:00,59:48:00,Location,Scott met George W. Bush at the Laguna Arts Festival.,Identifiable earth location.,,George W. Bush,,,,,,,290-todd-glass-james-adomian,point,307,shed-busting,4682
290,,1:31:15,1:31:34,Location,GWB Banksyed the White House.,Identifiable earth location.,,"George W. Bush,Paul Giamatti,Merrill Schindler,Banksy",,,,,,,290-todd-glass-james-adomian,poly,85,shed-busting,4682
289,,23:20,23:44,Location,Who owns Star Wars? Is it Arthur Treacher's Fish & Chips?,Identifiable earth location.,,Cake Boss,,,,,,,289-paul-f-tompkins-matt-gourley,point,308,the-exorcism-of-cake-boss,4668
288,,46:32:00,47:02:00,Location,Barzelona started out doing crime scene photography for K-Mart.,Identifiable earth location.,,Barzelona Marriott,,,,,,,288-the-sklar-brothers-horatio-sanz,point,309,back-to-barz-back-to-reality,4658
288,,50:00:00,50:19:00,Location,"Barzelona and Pauly Shore both worked at Body Asylum, grabbing dicks and pussies.",Identifiable earth location.,,"Barzelona Marriott,Pauly Shore",,,,,,,288-the-sklar-brothers-horatio-sanz,point,310,back-to-barz-back-to-reality,4658
288,,54:25:00,54:53:00,Location,Barzelona and Pauly Shore fell out over Poquito Mas.,Identifiable earth location.,,"Barzelona Marriott,Pauly Shore",,,,,,,288-the-sklar-brothers-horatio-sanz,point,311,back-to-barz-back-to-reality,4658
288,,1:00:45,1:01:35,Location,Barzelona was injured on the Mummy ride.,Identifiable earth location.,,Barzelona Marriott,,,,,,,288-the-sklar-brothers-horatio-sanz,point,312,back-to-barz-back-to-reality,4658
288,,1:34:17,1:34:52,Location,Barzelona thinks May 5 will be the date of a Juggalo-style jihad against America.,Identifiable earth location.,,"Barzelona Marriott,Osama bin Laden,Juggalos",,,,,,,288-the-sklar-brothers-horatio-sanz,point,313,back-to-barz-back-to-reality,4658
287,,46:47:00,47:14:00,Location,Mizz Chips was always at Six Flags Magic Mountain as a child.,Identifiable earth location.,,Mizz Chips,,,,,,,287-shane-torres-lauren-lapkus,point,7,stinky-chips,4652
286,,41:08:00,41:21:00,Location,Fourvel assumes there were broomsticks in the nearby The Home Depot.,Identifiable earth location.,,"Andrew Lloyd Webber,Fourvel",,,,,,,286-bobby-moynihan-paul-f-tompkins,point,314,time-bobby-3,2358
286,,1:12:25,1:12:41,Location,Fourvel is coy about which college his The Home Depot was next to.,Identifiable earth location.,,"Andrew Lloyd Webber,Fourvel",,,,,,,286-bobby-moynihan-paul-f-tompkins,poly,86,time-bobby-3,2358
286,,1:16:30,1:16:54,Location,Scott is strangely condescending about which college his The Home Depot was next to.,Identifiable earth location.,,"Andrew Lloyd Webber,Fourvel",,,,,,,286-bobby-moynihan-paul-f-tompkins,poly,86,time-bobby-3,2358
211,,52:03:00,52:21:00,Location,Chupacabra wants to show Chupacabro L.A. things like Pink's.,Identifiable earth location.,,"El Chupacabra,El Chupacabro",,,,,,,april-fools,point,132,april-fools-2,3313
211,,52:28:00,54:05:00,Location,Los Dos Chupos took a circuitous route to L.A.,Identifiable earth location.,,"El Chupacabra,El Chupacabro",,,,,,,april-fools,line,49,april-fools-2,3313
211,,1:00:00,1:00:24,Location,Los Dos Chupos intend to dig up Johnny Death on Hollywood Blvd,Identifiable earth location.,,"El Chupacabra,El Chupacabro",,,,,,,april-fools,point,315,april-fools-2,3313
211,,1:00:26,1:00:47,Location,Can you bring a shovel to Pink's Hot Dogs?,Identifiable earth location.,,"El Chupacabra,El Chupacabro",,,,,,,april-fools,point,132,april-fools-2,3313
211,,1:03:25,1:03:47,Location,Los Dos Chupos are taking Chilly Willy to Pink's.,Identifiable earth location.,,"El Chupacabra,El Chupacabro,Chilly Willy",,,,,,,april-fools,point,132,april-fools-2,3313
211,,1:11:30,1:11:39,Location,Los Dos Chupos will break bread at Pink's to reconcile after their catchphrase dispute.,Identifiable earth location.,,"El Chupacabra,El Chupacabro",,,,,,,april-fools,point,132,april-fools-2,3313
344,,23:25,23:40,Location,"Horatio found a defrosted, wandering Bitsy while out for some medicine.",Identifiable earth location.,,Bitsy Boo-Carmichael,,,,,,,344-ryan-hansen-jamie-chung-paul-f-tompkins-horatio-sanz-jocelyn-deboer,point,316,classic-switcheroo,9999
344,,43:15:00,42:37:00,Location,MGM Contract player Barney McFiddle killed two old ladies having coffee.,Identifiable earth location.,,"Bitsy Boo-Carmichael,Barney McFiddle",,,,,,,344-ryan-hansen-jamie-chung-paul-f-tompkins-horatio-sanz-jocelyn-deboer,point,317,classic-switcheroo,9999
344,,49:19:00,49:38:00,Location,There used to be a man called 'Shakes the Clown' in Bitsy's Illinois Hooverville.,Identifiable earth location.,,"Bitsy Boo-Carmichael,Shakes the Clown",,,,,,,344-ryan-hansen-jamie-chung-paul-f-tompkins-horatio-sanz-jocelyn-deboer,point,318,classic-switcheroo,9999
213,,24:40:00,24:59:00,Location,Joe France's and the future mother of his child spent a weekend at Morrison's grave.,Identifiable earth location.,,"Joe France's,Jim Morrison",,,,,,,star-graves,point,319,star-graves,3315
213,,27:53:00,28:21:00,Location,Joe is somehow mistaken that Marylin Monroe died in Bel Air.,Identifiable earth location.,,"Joe France's,Marylin Monroe",,,,,,,star-graves,point,320,star-graves,3315
212,,14:51,15:17,Location,Brendon Walsh tore somebody a new butthole in Atlantic City.,Identifiable earth location.,,B Money Dubbz,,,,,,,comedy-bleep-bleep,poly,87,comedy-bleep-bleep,4656
212,,41:20:00,41:35:00,Location,Brendon Walsh invites Gordon Ramsay to open a show in Atlantic City.,Identifiable earth location.,,"B Money Dubbz,Gordon Ramsay",,,,,,,comedy-bleep-bleep,poly,87,comedy-bleep-bleep,4656
213,,28:21:00,29:04:00,Location,Joe's tours usually lunch in front of the Nicole Brown Simpson condo.,Identifiable earth location.,,"O.J. Simpson,Nicole Brown Simpson,Ronald Goldman,Joe France's",,,,,,,star-graves,point,325,star-graves,3315
213,,29:05:00,29:52:00,Location,Joe has a deal with Jack in the Box wherein he'll drive up and order food and they'll give it to him.,Identifiable earth location.,,Joe France's,,,,,,,star-graves,point,321,star-graves,3315
213,,33:25:00,33:42:00,Location,Joe doesn't stray far from the Jack in the Box on Sunset.,Identifiable earth location.,,Joe France's,,,,,,,star-graves,point,323,star-graves,3315
213,,34:05:00,34:17:00,Location,Joe's tours all depart from Gower@Sunset.,Identifiable earth location.,,Joe France's,,,,,,,star-graves,point,324,star-graves,3315
213,,35:00:00,35:35:00,Location,Bootie Dave gatekeeps the bathroom where Lenny Bruce overdosed.,Identifiable earth location.,,"Joe France's,Lenny Bruce,Bootie Dave",,,,,,,star-graves,point,325,star-graves,3315
213,,37:34:00,37:41:00,Location,Joe encourages his tourists to grab a few cuttings from Hewett's garden.,Identifiable earth location.,,"Joe France's,Christopher Hewett",,,,,,,star-graves,poly,88,star-graves,3315
213,,38:20:00,38:44:00,Location,Joe reminds his tourists that the actual location of where Christopher Hewett sat on his own balls is not his home near Sandy Lane in Bel Air (technically Brentwood).,Identifiable earth location.,,"Joe France's,Christopher Hewett",,,,,,,star-graves,point,326,star-graves,3315
213,,38:20:00,38:44:00,Location,Joe reminds his tourists that the actual location of where Christopher Hewett sat on his own balls is not his home near Sandy Lane in Bel Air (technically Brentwood).,Identifiable earth location.,,"Joe France's,Christopher Hewett",,,,,,,star-graves,point,327,star-graves,3315
213,,41:02:00,38:44:00,Location,Joe grew up with 3 Hispanic friends and 3 black friends (before Los Feliz became the playground of Hollywood elite).,Identifiable earth location.,,Joe France's,,,,,,,star-graves,poly,89,star-graves,3315
213,,41:02:00,38:44:00,Location,Gregory Hines was mistaken for a living person for two days here.,Identifiable earth location.,,"Joe France's,Gregory Hines",,,,,,,star-graves,point,328,star-graves,3315
213,,53:30:00,54:00:00,Location,Joe France's 'basically claims' that Elliott Smith was murdered.,Identifiable earth location.,,"Joe France's,Elliott Smith",,,,,,,star-graves,point,329,star-graves,3315
213,,54:00:00,54:41:00,Location,Joe takes his tours to the Little Caesar's on Echo Park Av to ruminate on ELliott Smith's death.,Identifiable earth location.,,"Joe France's,Elliott Smith",,,,,,,star-graves,point,330,star-graves,3315
213,,54:41:00,54:58:00,Location,"After $5 pizzas, Joe visits the site of Elliott Smith's album cover.",Identifiable earth location.,,"Joe France's,Elliott Smith",,,,,,,star-graves,point,331,star-graves,3315
213,,55:08:00,55:20:00,Location,Joe France's' facts continue to degrade (Greogry Hines heart attack?) when he places the site of Sal Mineo's stabbing too close to Roscoe's Chicken on Gower.,Identifiable earth location.,,"Joe France's,Sal Mineo,Gregory Hines",,,,,,,star-graves,point,332,star-graves,3315
213,,55:08:00,55:20:00,Location,Joe stretches the truth a little in order to stay in proximity to Roscoe's Chicken.,Identifiable earth location.,,"Joe France's,Sal Mineo",,,,,,,star-graves,point,333,star-graves,3315
213,,55:24:00,55:35:00,Location,"Joe somehow suggests Mama Cass died at a Subway Sandwiches just west of Franklin Av near Gower in Los Angeles and not here, where she did.",Identifiable earth location.,,"Joe France's,Mama Cass",,,,,,,star-graves,point,334,star-graves,3315
213,,55:24:00,55:35:00,Location,"Joe somehow suggests Mama Cass died at this Subway Sandwiches at Gower@Hollywood, not in London after all.",Identifiable earth location.,,"Joe France's,Mama Cass",,,,,,,star-graves,point,335,star-graves,3315
213,,55:35:00,56:23:00,Location,Joe orders 'The Animal' off the menu at Subway at Gower@Hollywood.,Identifiable earth location.,,Joe France's,,,,,,,star-graves,point,335,star-graves,3315
213,,56:58:00,57:04:00,Location,Joe promises Jerrod Carmichael a custom death tour of black Hollywood.,Identifiable earth location.,,"Joe France's,Tupac Shakur",,,,,,,star-graves,point,336,star-graves,3315
213,,57:24:00,57:33:00,Location,Joe promises Jerrod Carmichael a custom death tour of black Hollywood.,Identifiable earth location.,,"Joe France's,Biggie Smalls",,,,,,,star-graves,point,337,star-graves,3315
