show,episode,slug_earwolf,id_wikia,url_soundcloud,created_at,updated_at,soclo_link,name,desc,elucidation,tags,tstart,tend,holding,scope,location_type,location_id
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=30:45,Location,West Virginia is one of the specific states in which Hot Dog has auditioned for Sha Na Na.,Identifiable earth location.,"Hot Dog,Sha Na Na",30:45,31:22,false,,poly,7
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=30:45,Location,Oklahoma is one of the specific states in which Hot Dog has auditioned for Sha Na Na.,Identifiable earth location.,"Hot Dog,Sha Na Na",30:45,31:22,false,,poly,150
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=30:45,Location,Kansas is one of the specific states in which Hot Dog has auditioned for Sha Na Na.,Identifiable earth location.,"Hot Dog,Sha Na Na",30:45,31:22,false,,poly,151
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=36:16,Location,Hot Dog used to work out with Bill Carter at Bally's.,Identifiable earth location.,"Hot Dog,Bill Carter",36:16,36:33,false,,point,149
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=37:22,Location,Sha Na Na are trying to elude Hot Dog by holding simultaneous auditions.,Identifiable earth location.,"Hot Dog,Sha Na Na",37:22,37:45,false,,poly,152
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=37:22,Location,Sha Na Na are trying to elude Hot Dog by holding simultaneous auditions.,Identifiable earth location.,"Hot Dog,Sha Na Na",37:22,37:45,false,,poly,153
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=39:17,Location,Screamin Scott was kidnapped from a show in Alabama.,Identifiable earth location.,"Hot Dog,Sha Na Na",39:17,39:30,false,,point,363
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=41:16,Location,Hot Dog owns a classic car.,Identifiable earth location.,Hot Dog,41:16,41:36,false,,point,103
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=44:21,Location,Hot Dog is at Comic-Con because he suspected Sha Na Na was performing.,Identifiable earth location.,"Hot Dog,Sha Na Na",44:21,44:32,false,,poly,154
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=45:22,Location,Sha Na Na has a gig in Erie.,Identifiable earth location.,"Hot Dog,Sha Na Na",45:22,45:30,false,,poly,155
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=45:30,Location,"Sha Na Na has a gig in Greensburg, PA.",Identifiable earth location.,"Hot Dog,Sha Na Na",45:30,45:34,false,,point,364
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=45:34,Location,"Sha Na Na has a gig in Akron, OH.",Identifiable earth location.,"Hot Dog,Sha Na Na",45:34,45:42,false,,point,365
cbb,232,live-from-san-diego-comic-con,3882,live-from-san-diego-comic-con,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/live-from-san-diego-comic-con/#t=45:47,Location,"Sha Na Na has a gig in Salamanca, NY.",Identifiable earth location.,"Hot Dog,Sha Na Na",45:47,46:00,false,,point,366
cbb,233,royal-watching,2814,233-bob-odenkirk-andy-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=5:50,Location,David Cross' apartment is easy to enter.,Identifiable earth location.,,5:50,6:20,false,,point,367
cbb,233,royal-watching,2814,233-bob-odenkirk-andy-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=1:00:23,Location,Princess Kate dove naked into a pit of snakes while Byron looked on.,Identifiable earth location.,"Byron Denniston,Kate Middleton",1:00:23,1:01:32,false,,point,368
cbb,233,royal-watching,2814,233-bob-odenkirk-andy-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=45:15,Location,"Byron Denniston's hat was made by a true, authentic African.",Identifiable earth location.,Byron Denniston,45:15,45:32,false,,poly,158
cbb,233,royal-watching,2814,233-bob-odenkirk-andy-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=1:08:54,Location,Byron Denniston intends to rule over the island of Australia.,Identifiable earth location.,"Byron Denniston,Kate Middleton",1:08:54,1:09:13,false,,poly,157
cbb,233,royal-watching,2814,233-bob-odenkirk-andy-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/233-bob-odenkirk-andy-daly/#t=1:14:01,Location,Byron Denniston vows to consider Bob Odenkirk's recomendation for a name for the royal baby in Australia.,Identifiable earth location.,"Byron Denniston,Kate Middleton,Beetle Bailey",1:14:01,1:14:19,false,,poly,157
cbb,244,an-ode-to-new-york,3602,244-andy-samberg-eddie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=53:53,Location,Samberg adds Roscoe's to the Hollywood Facts theme.,Identifiable earth location.,,53:53,53:58,false,,point,333
cbb,244,an-ode-to-new-york,3602,244-andy-samberg-eddie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=53:58,Location,Samberg adds an old roller derby place to the Hollywood Facts theme.,Identifiable earth location.,,53:58,54:02,false,,point,369
cbb,244,an-ode-to-new-york,3602,244-andy-samberg-eddie,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/244-andy-samberg-eddie/#t=54:02,Location,Samberg adds the Chateau Marmont to the Hollywood Facts theme.,Identifiable earth location.,,54:02,54:07,false,,point,237
cbb,234,changing-the-bandage,2722,234-bill-hader-seth-morris,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=33:55,Location,"Bob used to live with Dennis in a shed in Castaic, but...",Identifiable earth location.,"Dennis,Bob Ducca",33:55,34:05,false,,poly,79
cbb,234,changing-the-bandage,2722,234-bill-hader-seth-morris,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/234-bill-hader-seth-morris/#t=36:35,Location,Bob wasn't even safe from toughs in his pickle barrel.,Identifiable earth location.,Bob Ducca,36:35,36:45,false,,point,370
cbb,235,concert-buddies,2963,235-doug-benson-paul-f,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/235-doug-benson-paul-f/#t=41:21,Location,The Phantom of the Opera sequel is set in Budapest.,Identifiable earth location.,Andrew Lloyd Webber,41:21,41:51,false,,poly,159
cbb,235,concert-buddies,2963,235-doug-benson-paul-f,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/235-doug-benson-paul-f/#t=41:21,Location,Steve Perry and DSALW both like to waste food.,Identifiable earth location.,Steve Perry,41:21,41:51,false,,point,371
cbb,236,murderer-heaven,2838,236-rob-corddry-paul-f,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/236-rob-corddry-paul-f/#t=13:00,Location,Rob Corddry notes that his show filmed in the location where Herv������ Villechaize was pronounced dead as a result of suicide.,Identifiable earth location.,Herv������ Villechaize,13:00,13:24,false,,point,287
cbb,237,filipino-blockbuster,3113,237-jonah-ray-nick-thune,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/237-jonah-ray-nick-thune/#t=19:43,Location,There's a Target there and a Seafood City and a Goldilocks and a Chuck E. Cheese's.,Identifiable earth location.,Tito Ben,19:43,19:56,false,,point,372
cbb,237,filipino-blockbuster,3113,237-jonah-ray-nick-thune,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/237-jonah-ray-nick-thune/#t=34:21,Location,Every Tuesday - Karaoke night at the car wash across the street from Eagle Rock Plaza.,Identifiable earth location.,Tito Ben,34:21,34:40,false,,point,373
cbb,237,filipino-blockbuster,3113,237-jonah-ray-nick-thune,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/237-jonah-ray-nick-thune/#t=42:35,Location,Tito forcibly tore a costume from a Disneyland employee and threw one of his movies at them.,Identifiable earth location.,Tito Ben,42:35,43:06,false,,poly,160
cbb,241,the-stallone-bros,3453,241-nick-kroll-paul-scheer,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/241-nick-kroll-paul-scheer/#t=23:35,Location,The Stallones have an investor who owns four shops at the Glendale Mall.,Identifiable earth location.,"Sylvester Stallone,Frank Stallone",23:35,23:57,false,,poly,118
cbb,241,the-stallone-bros,3453,241-nick-kroll-paul-scheer,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/241-nick-kroll-paul-scheer/#t=1:10:44,Location,Frank Stallone is playing Rocky at the Latoya Jackson Playhouse.,Identifiable earth location.,"Sylvester Stallone,Frank Stallone,Rocky Balboa,Burgess Meredith",1:10:44,1:11:02,false,,point,211
cbb,242,veggie-dongs,3518,242-thomas-lennon-rob-huebel,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/242-thomas-lennon-rob-huebel/#t=1:13:17,Location,Neko Case knows M. Ward's address.,Identifiable earth location.,M. Ward,1:13:17,1:13:22,false,,point,222
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=17:41,Location,Tom's date budget has suffered from inflation.,Identifiable earth location.,Tom Leykis,17:41,17:54,false,,poly,133
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=25:31,Location,Tom's mother transferred from Bellevue to Sing-Sing.,Identifiable earth location.,Tom Leykis,25:31,25:43,false,,poly,161
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=50:40,Location,Merrill was on vacation in the Sandwich Islands.,Identifiable earth location.,Merrill Schindler,50:40,50:48,false,,poly,162
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=50:51,Location,Merrill was slathered in eggy goodness at The Mayo Clinic.,Identifiable earth location.,Merrill Schindler,50:51,51:02,false,,poly,163
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=51:55,Location,"Everything's salty, fishy, and briny on the Sandwich Islands.",Identifiable earth location.,Merrill Schindler,51:55,52:21,false,,poly,162
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=53:07,Location,Gourmet dog food at the LAX Delta terminal.,Identifiable earth location.,"Merrill Schindler,Wolfgang Puck",53:07,53:31,false,,point,374
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=59:58,Location,"Porky's specializes in pulled pork, pushed pork, pushed-down-the-stairs pork, abused-kicked-to-the-face pork and off-menu salads.",Identifiable earth location.,Merrill Schindler,59:58,1:00:49,false,,point,375
cbb,243,blow-me-up-tom,3572,243-maria-bamford-james,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/243-maria-bamford-james/#t=1:01:15,Location,Tom's favorite date restaurant is any former Taco Bell - ding dong.,Identifiable earth location.,Tom Leykis,1:01:15,1:01:31,false,,point,376
cbb,246,butthole-baby,5116,246-casey-wilson-june-diane,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/246-casey-wilson-june-diane/#t=49:20,Location,Janine Johnson was last seen in Toluca Lake.,Identifiable earth location.,"Janelle Johnson, Jolene Johnson,Janine Johnson",49:20,49:30,false,,poly,61
cbb,247,half-a-score,3698,247-tim-meadows-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=34:26,Location,Chico finagles his way into a Velvet Revolver show.,Identifiable earth location.,"Velvet Revolver,Duff McKagan,Davey (Chico) Davis",34:26,37:25,false,,point,377
cbb,247,half-a-score,3698,247-tim-meadows-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=35:24,Location,Chico was like 'Alright. Later!' When Suge threatened him.,Identifiable earth location.,"Suge Knight,Vanilla Ice,Davey (Chico) Davis",35:24,35:55,false,,point,378
cbb,247,half-a-score,3698,247-tim-meadows-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=43:19,Location,Chico fled to Germany for three years to avoid Izzy Stradlin's hit.,Identifiable earth location.,"Guns n' Roses,Izzy Stradlin,Davey (Chico) Davis",43:19,43:32,false,,poly,164
cbb,247,half-a-score,3698,247-tim-meadows-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=46:07,Location,Chico jammed on paint cans with Davey Jones.,Identifiable earth location.,"Davey Jones,The Monkees,Davey (Chico) Davis",46:07,46:42,false,,poly,81
cbb,247,half-a-score,3698,247-tim-meadows-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=52:47,Location,Chico got his old timey Western suicide pistol from Dink's on Santa Monica.,Identifiable earth location.,"Dave Davies, The Kinks,Davey (Chico) Davis,Kenny Stabler,Dingo Stabler",52:47,53:12,false,,point,379
cbb,247,half-a-score,3698,247-tim-meadows-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=56:07,Location,Chico's first book is largely about he managed Chad Davies' bar.,Identifiable earth location.,"Dave Davies, The Kinks,Davey (Chico) Davis,Chad Davies,Kenny Stabler,Dingo Stabler",56:07,56:35,false,,point,379
cbb,247,half-a-score,3698,247-tim-meadows-horatio-sanz,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/247-tim-meadows-horatio-sanz/#t=59:38,Location,Chico lost his leg at a bust stop to Dog the Bounty Hunter.,Identifiable earth location.,"Davey (Chico) Davis,Dog the Bounty Hunter",59:38,59:58,false,,point,380
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=2:33,Location,Gino is in his third year at Nassau.,Identifiable earth location.,Gino Lambardo,2:33,2:39,false,,point,299
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=11:30,Location,Gino took a class called 'Tapes' at Nassau.,Identifiable earth location.,Gino Lambardo,11:30,11:34,false,,point,299
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=14:50,Location,"Monday nights: Into the Weeds, baby!",Identifiable earth location.,Gino Lambardo,14:50,15:57,false,,point,91
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=57:06,Location,"The Pipe Gino knows is from Mineola, so not the same one Lisa knows.",Identifiable earth location.,"Gino Lambardo,Pipe,Lisa Bartin",57:06,57:21,false,,poly,165
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=57:58,Location,Kyle is the assistant manager at Copies Plus.,Identifiable earth location.,"Gino Lambardo,Lisa Bartin,Kyle",57:58,58:16,false,,point,381
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=1:02:52,Location,Lisa met Kyle at a Cracker Barrel gift shop.,Identifiable earth location.,"Gino Lambardo,Lisa Bartin,Kyle",1:02:52,1:03:14,false,,point,382
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=1:09:08,Location,Gino only knows places on Long Island for his date with Lisa.,Identifiable earth location.,"Gino Lambardo,Lisa Bartin",1:09:08,1:09:37,false,,point,383
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=1:09:08,Location,Gino only knows places on Long Island for his date with Lisa.,Identifiable earth location.,"Gino Lambardo,Lisa Bartin",1:09:08,1:09:37,false,,point,384
cbb,250,podcast-silence,3164,250-pete-holmes-jon-gabrus,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/250-pete-holmes-jon-gabrus/#t=1:30:21,Location,Pete Holmes thinks Gino is maybe a Long Island stereotype.,Identifiable earth location.,"Gino Lambardo,Tony Soprano",1:30:21,1:30:36,false,,poly,166
cbb,252,the-creeeeeeepy-halloween-special,3853,252-halloween-steven-yeun-paul,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/252-halloween-steven-yeun-paul/#t=1:26:53,Location,Steven Yeun lives at 1575 Calloway Lane but Scott won't give him a lift home.,Identifiable earth location.,,1:26:53,1:27:08,false,,point,385
cbb,253,fieri-fight,3877,253-tim-heidecker-jon-daly,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/253-tim-heidecker-jon-daly/#t=22:07,Location,The Heideckers were vacationing on the Jersey Shore when he met who would become Guy Fieri.,Identifiable earth location.,Guy Fieri,22:07,22:51,false,,point,386
cbb,254,live-from-comedy-gives-back,3882,254-live-from-comedy-gives,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/254-live-from-comedy-gives/#t=58:17,Location,Gadfly Jack Fitzgerald lives on Fordsmans Rd - perpendicular to the L.A. River.,Identifiable earth location.,Jack Fitzgerald,58:17,58:30,false,,point,387
cbb,254,live-from-comedy-gives-back,3882,254-live-from-comedy-gives,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/254-live-from-comedy-gives/#t=27:46,Location,Gadfly Jack Fitzgerald lives on Fordsmans Rd - washes his clothes in the L.A. River.,Identifiable earth location.,Jack Fitzgerald,27:46,28:03,false,,point,387
cbb,254,live-from-comedy-gives-back,3882,254-live-from-comedy-gives,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/254-live-from-comedy-gives/#t=28:15,Location,Gadfly Jack Fitzgerald holds court in the Starbucks at Gower Gulch.,Identifiable earth location.,Jack Fitzgerald,28:15,28:38,false,,point,388
cbb,254,live-from-comedy-gives-back,3882,254-live-from-comedy-gives,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/254-live-from-comedy-gives/#t=43:10,Location,Gadfly Jack Fitzgerald hung around the United College of Arts and Sciences and Knowledge.,Identifiable earth location.,Jack Fitzgerald,43:10,43:27,false,,point,389
cbb,254,live-from-comedy-gives-back,3882,254-live-from-comedy-gives,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/254-live-from-comedy-gives/#t=1:03:12,Location,Zach is going to promote his window-tinting business at a Wendys on Sepulveda.,Identifiable earth location.,,1:03:12,1:03:50,false,,point,390
cbb,346,that-is-wild,5421,346-tom-green-mary-holland-erin-whitehead,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/346-tom-green-mary-holland-erin-whitehead/#t=4:05,Location,Trabitha is from Ft. Lauderdale and loves the Chicago Bulls.,Identifiable earth location.,Trabitha Tarteen,4:05,4:41,false,,poly,167
cbb,346,that-is-wild,5421,346-tom-green-mary-holland-erin-whitehead,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/346-tom-green-mary-holland-erin-whitehead/#t=34:22,Location,Editing was almost called 'Kovacsing' but there was a car wash on Sepulveda with that name.,Identifiable earth location.,Ernie Kovacs,34:22,34:34,false,,point,391
cbb,346,that-is-wild,5421,346-tom-green-mary-holland-erin-whitehead,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/346-tom-green-mary-holland-erin-whitehead/#t=34:33,Location,Tom Green really wants to talk about the HDMI-to-SDI converter box he got at Fry's in Burbank.,Identifiable earth location.,Ernie Kovacs,34:33,34:54,false,,point,393
cbb,346,that-is-wild,5421,346-tom-green-mary-holland-erin-whitehead,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/346-tom-green-mary-holland-erin-whitehead/#t=44:37,Location,The Burbiglia clan migrated from Northern Burbank.,Identifiable earth location.,Gale Burbiglia,44:37,45:08,false,,poly,168
cbb,347,foley-slumber-party,5443,347-kevin-pollak-seth-morris,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/347-kevin-pollak-seth-morris/#t=51:24,Location,Scott tries to guess which pizza parlor has the big organ.,Identifiable earth location.,Andy Pappage,51:24,51:52,false,,point,192
cbb,347,foley-slumber-party,5443,347-kevin-pollak-seth-morris,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/347-kevin-pollak-seth-morris/#t=1:08:19,Location,Somebody has been drinking on Boogie Woogie Av.,Identifiable earth location.,Andy Pappage,1:08:19,1:08:56,false,,point,222
cbb,347,foley-slumber-party,5443,347-kevin-pollak-seth-morris,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/347-kevin-pollak-seth-morris/#t=1:08:56,Location,Andy Pappage will be wandering around the north end of Toluca Lake educating children about foley.,Identifiable earth location.,Andy Pappage,1:08:56,1:09:06,false,,poly,61
cbb,347,foley-slumber-party,5443,347-kevin-pollak-seth-morris,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/347-kevin-pollak-seth-morris/#t=1:18:30,Location,Andy Pappage will be doing beach sounds in Griffith Park in honor of summer.,Identifiable earth location.,Andy Pappage,1:18:30,1:19:06,false,,point,395
cbb,348,is-yall-my-daddy,5455,348-cameron-esposito-paul-f-tompkins-matt-gourley,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/348-cameron-esposito-paul-f-tompkins-matt-gourley/#t=21:55,Location,"Eddie Lee has been away from Cumberbatch, living with Cameron Esposito in L.A.",Identifiable earth location.,JW Stillwater,21:55,22:14,false,,poly,169
cbb,348,is-yall-my-daddy,5455,348-cameron-esposito-paul-f-tompkins-matt-gourley,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/348-cameron-esposito-paul-f-tompkins-matt-gourley/#t=22:04,Location,Eddie Lee fanboated his way through the Panama Canal to L.A.,Identifiable earth location.,JW Stillwater,22:04,22:14,false,,line,53
cbb,348,is-yall-my-daddy,5455,348-cameron-esposito-paul-f-tompkins-matt-gourley,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/348-cameron-esposito-paul-f-tompkins-matt-gourley/#t=22:04,Location,Eddie Lee Capers parked his fanboat in Marina del Rey.,Identifiable earth location.,JW Stillwater,22:04,22:14,false,,poly,4
cbb,348,is-yall-my-daddy,5455,348-cameron-esposito-paul-f-tompkins-matt-gourley,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/348-cameron-esposito-paul-f-tompkins-matt-gourley/#t=31:20,Location,JW Stillwater has been patroling bodies of water all around L.A.,Identifiable earth location.,JW Stillwater,31:20,31:53,false,,poly,170
cbb,348,is-yall-my-daddy,5455,348-cameron-esposito-paul-f-tompkins-matt-gourley,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/348-cameron-esposito-paul-f-tompkins-matt-gourley/#t=31:20,Location,JW Stillwater has been patroling bodies of water all around L.A.,Identifiable earth location.,JW Stillwater,31:20,31:53,false,,poly,171
cbb,348,is-yall-my-daddy,5455,348-cameron-esposito-paul-f-tompkins-matt-gourley,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/348-cameron-esposito-paul-f-tompkins-matt-gourley/#t=31:20,Location,JW Stillwater has been patroling bodies of water all around L.A.,Identifiable earth location.,JW Stillwater,31:20,31:53,false,,point,396
cbb,348,is-yall-my-daddy,5455,348-cameron-esposito-paul-f-tompkins-matt-gourley,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/348-cameron-esposito-paul-f-tompkins-matt-gourley/#t=31:20,Location,No need to check the Warner Brothers tank - it's full of Animaniacs dolls.,Identifiable earth location.,JW Stillwater,31:20,31:53,false,,point,397
